0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094,0.96094
-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633,-0.23633
0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426,0.11426
0.87793,0.87012,0.87939,0.87402,0.86182,0.86865,1.4058,1.3135,0.090332,-0.54883,-0.38281,-0.22803,-0.0083008,0.028809,-0.4292,-0.95605,-0.66602,-0.6001,-0.16553,-0.79639,-0.81885,-0.35107,-0.13574,-0.27881,-0.14404,0.063965,0.80664,1.1665,1.0952,1.0029,0.94287,0.93701,0.81787,0.87891,0.89697,0.9375,0.91406,0.87061,0.86084,0.89062,0.88428,0.86328,0.88281,0.8833,0.86963
0.41016,0.40869,0.41211,0.40625,0.40771,0.41797,0.71436,0.86865,1.0986,0.81689,0.93848,0.521,0.479,0.46191,0.73486,1.2397,0.71436,0.41113,0.49463,0.84033,0.86768,0.56396,0.6792,0.84717,0.96729,0.81055,0.92773,0.57666,0.91992,0.80176,0.68457,0.42188,0.36426,0.35107,0.33594,0.38672,0.37305,0.36328,0.38135,0.39014,0.37256,0.39111,0.40723,0.39258,0.4165
0.16992,0.16748,0.16748,0.16309,0.17432,0.16943,0.10303,0.51807,0.46094,0.36719,0.38867,0.30469,0.12109,-0.19385,-0.27002,-0.36865,-0.53467,-0.43506,-0.2793,-0.26953,-0.31201,-0.29883,0.079102,0.28418,0.35205,0.37549,0.23486,0.32959,0.13672,0.17676,0.16699,0.21924,0.19971,0.18164,0.16406,0.15283,0.16309,0.18311,0.19531,0.1582,0.18066,0.20215,0.19727,0.19141,0.1748
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
