0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898,0.95898
-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438,-0.23438
0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059,0.10059
0.90039,0.91113,0.90918,0.90381,0.90771,0.9126,0.9209,1.0259,1.2495,1.1777,0.47852,0.091309,-0.26807,-0.28125,-0.15283,-0.083008,0.29492,0.56885,0.7085,0.61182,0.32031,-0.37158,-0.25537,-0.6875,-0.72217,-0.36279,-0.51123,0.10742,-0.81982,-0.098633,-0.13086,-0.20703,-0.23926,0.60254,1.0249,1.1895,1.2188,1.1206,0.87354,0.85205,0.896,0.95801,0.93848,0.95264,0.91113
0.3208,0.33008,0.33154,0.33447,0.32666,0.33252,0.32422,0.3877,0.63721,0.85596,1.0776,1.1606,0.82031,0.51465,0.39844,0.33203,0.4165,0.81689,1.0034,0.93701,0.75244,0.65479,0.76025,0.98193,1.3613,1.0903,1.0938,0.96729,0.72363,0.73291,0.83154,0.77832,0.69287,0.25098,0.77832,0.31348,0.53857,0.3999,0.35498,0.41357,0.21094,0.25684,0.25342,0.25195,0.27686
0.14502,0.15332,0.14307,0.13818,0.14355,0.13379,0.14209,0.13818,0.12598,0.31738,0.49072,0.54443,0.55957,0.29346,0.17627,-0.22168,-0.21143,-0.3291,-0.35156,-0.12109,-0.064941,0.11572,-0.072266,0.01709,0.050293,0.10498,0.19385,0.33691,0.079102,0.4668,0.30762,0.31445,0.31885,0.49316,0.51611,0.25244,-0.053223,-0.058105,0.11133,0.16504,0.12988,0.12354,0.13818,0.15576,0.14551
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
10,-36,5,7,2,0,28,10,-37,35,36,-25,1,-47,-25,-5,-8,10,14,-57,66,96,4,58,-45,-6,35,-75,-5,11,-5,11,1,4,-4,2,-3,0,-4,-5,-1,-4,-3,3,0
0,-3,-2,0,0,1,12,-27,-11,44,18,-7,8,-12,-9,-3,2,2,3,-26,-12,82,27,10,-26,3,12,-28,-20,-3,-2,2,1,-1,-4,0,-6,1,-2,-2,0,-2,1,0,-1
