0.94385,0.95166,0.95459,0.95459,0.94971,0.95654,0.95508,0.94873,0.96191,1.0703,1.1938,1.0498,0.64453,0.32275,0.3291,0.27588,0.41162,0.33838,0.2666,0.20508,0.15576,0.14746,0.17139,0.22119,0.1543,0.12842,0.14648,0.14648,0.14648,0.14648,0.14648,0.14648,0.14648,0.14648,0.14648,0.14648,0.14648,0.14648,0.10596,0.22314,0.15869,0.22363,0.27832,0.19385,0.024902
-0.27979,-0.25244,-0.2627,-0.26465,-0.2627,-0.23633,-0.25146,-0.25684,-0.25684,-0.22607,-0.2583,-0.48242,-0.68359,-0.51709,-0.5708,-0.57568,-0.7251,-0.81152,-0.73047,-0.74609,-0.72363,-0.79932,-0.73828,-0.80664,-0.7627,-0.77295,-0.77246,-0.77246,-0.77246,-0.77246,-0.77246,-0.77246,-0.77246,-0.77246,-0.77246,-0.77246,-0.77246,-0.77246,0.92725,0.99902,0.99365,1.063,0.99023,0.96387,0.87402
0.12207,0.12793,0.12207,0.12744,0.11621,0.12256,0.12158,0.10938,0.11133,0.0068359,0.10352,0.44482,0.4707,0.45557,0.44043,0.52295,0.60303,0.59766,0.58545,0.61523,0.58496,0.60791,0.58936,0.65039,0.64893,0.65869,0.62354,0.62354,0.62354,0.62354,0.62354,0.62354,0.62354,0.62354,0.62354,0.62354,0.62354,0.62354,0.33447,0.42578,0.36719,0.39795,0.43359,0.39014,0.35059
0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.91846,0.10156,0.060547,0.14844,0.18945,0.22314,0.18652,0.20703,0.20264,0.16162,0.13379,0.099609,0.11523,0.10547,0.1123,0.11377,0.11914,0.13232,0.146
0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,0.31006,-0.71875,-0.72705,-0.74609,-0.78271,-0.79639,-0.74609,-0.77441,-0.74707,-0.771,-0.72754,-0.73096,-0.74609,-0.74951,-0.74072,-0.75049,-0.75732,-0.76416,-0.74512
0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.13037,0.62256,0.58398,0.61621,0.66992,0.65479,0.65527,0.66846,0.65918,0.65381,0.64258,0.64844,0.66846,0.6626,0.64551,0.6333,0.6377,0.6416,0.64697
0,-1,-2,-1,-3,1,-2,-1,-1,-8,-2,5,1,-6,-3,4,-2,-1,1,-3,-5,0,-1,-1,1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,-2,-1,-2,1
5,2,0,-3,-1,2,-1,-1,0,0,1,-1,3,-2,-3,1,2,1,0,-3,1,0,-4,3,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,3
1,-4,1,-2,0,1,-2,-2,0,0,0,-15,2,-1,-13,10,0,5,0,3,2,-2,1,0,4,2,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,-2,0,-1,5,-5,-1
-3,-1,-2,0,0,-1,0,-1,-4,-3,-10,3,-1,-5,-6,4,2,-7,-3,2,-6,0,4,-4,5,2,0,3,3,3,3,3,3,3,3,3,3,3,-2,2,4,5,4,-4,-3
0,1,-2,-1,-2,-1,-1,-2,-1,13,-7,1,-4,5,-3,3,5,-6,1,3,-10,2,-1,-9,-2,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,6,2,-5,-1
-2,-2,1,-1,-2,-1,-1,0,0,-3,-3,1,-4,5,2,2,-2,-2,2,-1,-3,1,2,-2,-2,-4,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-4,2,1,1,-2
-6,1,0,-1,-1,-1,3,0,-4,-6,-4,-6,0,-3,2,-5,2,-2,2,-2,-2,1,-3,-2,2,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-1,-1,0,14,-10
-5,2,-3,-3,3,-3,-1,4,-1,-3,-3,-4,0,3,2,-3,2,3,1,-1,-6,0,1,-3,0,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2,2,-1,-1,1
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,0,0,3,-3,2,-2,0,-3,-1,0,1,-1,-1,-5,1,-1,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-4,-3,-1,-1,-1,-1,0,0,-1,2,1,-3,-1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3,2,-1,1,-2,-1,-3,1,0,-1,-2,-2,0,2,2,-3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,-6,1,12,-4,0,-4,-1,0,1,1,-4,-1,-6,-2,0,-1,-3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3,-6,8,5,-2,1,-2,-2,-4,7,9,-5,0,-4,0,2,3,-2
-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-3,-1,0,1,-2,0,0,-1,-1,-4,-2,2,0,0,-7,-3
-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-4,3,-4,0,2,-2,-3,5,3,-1,4,-6,-3,4,-5,-3,-1,-4
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,5,-1,-2,-1,-1,1,-1,1,-1,-2,-2,-1,-2,-3,3,0,-4
0.25,-2.1875,1.3125,-0.3125,-1.9375,2.25,-3.125,0.4375,0.4375,2.125,-10.75,-43.188,-20.625,-32.688,-28.938,-17.625,-20.375,-12.812,2.75,-2.25,3,-4.1875,7,3.9375,2.5,14.375,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,5.875,16.188,5.6875,7.125,4.3125,0.8125,4.625
0.25,-2.1875,1.3125,-0.3125,-1.9375,2.25,-3.125,0.4375,0.4375,2.125,-10.75,-43.188,-20.625,-32.688,-28.938,-17.625,-20.375,-12.812,2.75,-2.25,3,-4.1875,7,3.9375,2.5,14.375,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,5.875,16.188,5.6875,7.125,4.3125,0.8125,4.625
